date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:53:57	69145/69145	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:53:54%20GMT	https://www.asu.edu.om/Team/Details/421?t=Elias%20Shahda	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/4211a2d.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:00	62696/62696	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:53:58%20GMT	https://www.asu.edu.om/Team/Details/1606?t=Muhammad%20Shafiq	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/1606a547.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:01	784530/784530	---M--	200	added ('OK')	image/png	etag:%221cde2aabff0db1:0%22	https://www.asu.edu.om/img/Team/elias.shahda.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/elias.shahda.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:02	72070/72070	---M--	200	added ('OK')	image/png	etag:%2216067a7d64fd81:0%22	https://www.asu.edu.om/img/Team/no-image.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/no-image.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:04	66876/66876	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:54:02%20GMT	https://www.asu.edu.om/Team/Details/95?t=Raya%20Al-Brwani	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/95312e.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:04	488503/488503	---M--	200	added ('OK')	image/png	etag:%22394aa4385aadc1:0%22	https://www.asu.edu.om/img/Team/muhammad.shafiq.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/muhammad.shafiq.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:07	69120/69120	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:54:05%20GMT	https://www.asu.edu.om/Team/Details/515?t=Saleh%20Al%20Azri	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/5159a84.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:09	376074/376074	---M--	200	added ('OK')	image/png	etag:%22ee24fab6c7e4db1:0%22	https://www.asu.edu.om/img/Team/saleh.alazri.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/saleh.alazri.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:10	82024/82024	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:54:08%20GMT	https://www.asu.edu.om/Team/Details/61?t=Mohamed%20Bashir	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/61f6a3.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:13	237544/237544	---M--	200	added ('OK')	image/png	etag:%228b284a8dabf8d81:0%22	https://www.asu.edu.om/img/Team/abdulhakim.mohamed.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/abdulhakim.mohamed.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:15	705771/705771	---M--	200	added ('OK')	image/png	etag:%22128ad346dae4db1:0%22	https://www.asu.edu.om/img/Team/mohamed.bashir.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/mohamed.bashir.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:19	97781/97781	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:54:12%20GMT	https://www.asu.edu.om/Team/Details/57?t=Abdul%20Hakim%20Mohamed	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/576cd9.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:26	79801/79801	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:54:24%20GMT	https://www.asu.edu.om/Team/Details/450?t=Yasir%20Mohamed	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/450a5db.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:29	62687/62687	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:54:26%20GMT	https://www.asu.edu.om/Team/Details/1608?t=Ahmed%20Iqbal	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/16081ca7.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:33	68650/68650	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:54:30%20GMT	https://www.asu.edu.om/Team/Details/466?t=Senthilkumar%20Moorthy	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/46675a2.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:35	693855/693855	---M--	200	added ('OK')	image/png	etag:%22ca8e045f668dc1:0%22	https://www.asu.edu.om/img/Team/ahmed.iqbal@asu.edu.om.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/ahmed.iqbal@asu.edu.om.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:36	638072/638072	---M--	200	added ('OK')	image/png	etag:%22a1bb92b6c7e4db1:0%22	https://www.asu.edu.om/img/Team/mohammed.salah.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/mohammed.salah.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:53	248122/248122	---M--	200	added ('OK')	image/png	etag:%22911d1e7eabf8d81:0%22	https://www.asu.edu.om/img/Team/akbar.khanan.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/akbar.khanan.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:57	66087/66087	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:54:55%20GMT	https://www.asu.edu.om/Team/Details/491?t=Fawzi%20Abduljalil%20Gazem%20Al-Maqtari	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/491cdaf.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:54:59	491844/491844	---M--	200	added ('OK')	image/png	etag:%22fe9117b5c7e4db1:0%22	https://www.asu.edu.om/img/Team/fawzi.almaqtari.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/fawzi.almaqtari.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:00	98762/98762	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:54:58%20GMT	https://www.asu.edu.om/Team/Details/497?t=Hamood%20Mohammed%20Abdullah%20Al-Hattami	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/497c3a5.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:03	63362/63362	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:01%20GMT	https://www.asu.edu.om/Team/Details/436?t=Amur%20Sultan%20Amur%20AL%20Hajri	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/436018b.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:03	377415/377415	---M--	200	added ('OK')	image/png	etag:%22db9a5ed751eadb1:0%22	https://www.asu.edu.om/img/Team/hamood.alhattami.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/hamood.alhattami.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:06	441648/441648	---M--	200	added ('OK')	image/png	etag:%22ca23e78050f1db1:0%22	https://www.asu.edu.om/img/Team/amur.alhajri.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/amur.alhajri.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:07	68041/68041	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:05%20GMT	https://www.asu.edu.om/Team/Details/51?t=Abdulhadi%20Ibrahim	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/510b56.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:07	215641/215641	---M--	200	added ('OK')	image/png	etag:%2232ae4c7abf8d81:0%22	https://www.asu.edu.om/img/Team/abdulhadi.ibrahim.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/abdulhadi.ibrahim.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:08	690840/690840	---M--	200	added ('OK')	image/png	etag:%229efc7bbc7e4db1:0%22	https://www.asu.edu.om/img/Team/yasir.abdulgadir.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/yasir.abdulgadir.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:09	73718/73718	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:07%20GMT	https://www.asu.edu.om/Team/Details/1517?t=Nashat%20Ali%20Al%20Masria	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/1517c48e.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:12	67842/67842	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:10%20GMT	https://www.asu.edu.om/Team/Details/1592?t=Tarek%20Chebbi	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/15926eef.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:14	88738/88738	---M--	200	added ('OK')	image/png	etag:%227f5b244abf8d81:0%22	https://www.asu.edu.om/img/Team/Hisham.AlGhunaimi.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/Hisham.AlGhunaimi.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:15	70790/70790	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:14%20GMT	https://www.asu.edu.om/Team/Details/385?t=Hisham%20Al%20Ghunaimi	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/3850e0e.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:16	63206/63206	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:15%20GMT	https://www.asu.edu.om/Team/Details/465?t=Tarek%20Ouerfelli	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/46531bd.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:19	81360/81360	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:17%20GMT	https://www.asu.edu.om/Team/Details/54?t=Ayman%20Ismaeil	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/5423fd.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:19	229646/229646	---M--	200	added ('OK')	image/png	etag:%22df636a2abf8d81:0%22	https://www.asu.edu.om/img/Team/ayman.ismaeil.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/ayman.ismaeil.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:22	73139/73139	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:20%20GMT	https://www.asu.edu.om/Team/Details/110?t=Tarek%20Hamdi	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/110a5b5.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:23	179920/179920	---M--	200	added ('OK')	image/png	etag:%22111d6d9caaf8d81:0%22	https://www.asu.edu.om/img/Team/tarek.hamdi.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/tarek.hamdi.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:25	62714/62714	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:23%20GMT	https://www.asu.edu.om/Team/Details/1531?t=Mahnad%20Al%20Shahaibi	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/15317208.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:25	0/-1	---M--	302	error ('')			https://www.asu.edu.om/home/changelanguage?lang=en	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/home/changelanguage.1f19ed2.delayed	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:26	62667/62667	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:25%20GMT	https://www.asu.edu.om/Team/Details/1581?t=Fatma%20Al%20Balushi	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/15814ca2.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:26	382544/382544	---M--	200	added ('OK')	image/png	etag:%228870bb6c7e4db1:0%22	https://www.asu.edu.om/img/Team/mahnad.alshahaibi.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/mahnad.alshahaibi.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:28	102256/102256	---M--	200	added ('OK')	image/png	etag:%22462c3323abf8d81:0%22	https://www.asu.edu.om/img/Team/talal.alwahaibi.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/talal.alwahaibi.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:29	68373/68373	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:27%20GMT	https://www.asu.edu.om/Team/Details/414?t=Talal%20Al-Wahaibi	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/4146256.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:33	255777/255777	---M--	200	added ('OK')	image/png	etag:%224a6c4a76abf8d81:0%22	https://www.asu.edu.om/img/Team/kabbani_a.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/kabbani_a.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:38	85596/85596	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:33%20GMT	https://www.asu.edu.om/Team/Details/39?t=Adnan%20Kabbani	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/3912da.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:39	212531/212531	---M--	200	added ('OK')	image/png	etag:%228c33b8d3abf8d81:0%22	https://www.asu.edu.om/img/Team/Motasem.Alazaiza.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/Motasem.Alazaiza.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:39	100281/100281	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:38%20GMT	https://www.asu.edu.om/Team/Details/149?t=Motasem%20Al%20Azaiza	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/149333b.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:41	177058/177058	---M--	200	added ('OK')	image/png	etag:%22281066a3aaf8d81:0%22	https://www.asu.edu.om/img/Team/mohamed.elhameed.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/mohamed.elhameed.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:42	78397/78397	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:40%20GMT	https://www.asu.edu.om/Team/Details/409?t=Mohamed%20Abd%20El%20Hameed	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/4097f66.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:42	46711/46711	---M--	200	added ('OK')	image/png	etag:%221488ee58abf8d81:0%22	https://www.asu.edu.om/img/Team/ayman.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/ayman.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:43	557920/557920	---M--	200	added ('OK')	image/png	etag:%223a7c83b7c7e4db1:0%22	https://www.asu.edu.om/img/Team/tarek.chebbi.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/tarek.chebbi.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Business%20Administration)
01:55:45	62647/62647	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:44%20GMT	https://www.asu.edu.om/Team/Details/1609?t=Maan%20Hayyan	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/1609fc02.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:46	129990/129990	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:43%20GMT	https://www.asu.edu.om/Team/Details/42?t=Ayman%20El%20Saleh	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/428157.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:47	84100/84100	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:45%20GMT	https://www.asu.edu.om/Team/Details/453?t=Mazhar%20Baloch	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/45318a6.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:49	73596/73596	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:48%20GMT	https://www.asu.edu.om/Team/Details/40?t=Ali%20Istanbullu	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/40c83e.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:49	179791/179791	---M--	200	added ('OK')	image/png	etag:%22a7f7929faaf8d81:0%22	https://www.asu.edu.om/img/Team/Ali.Istanbullu.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/Ali.Istanbullu.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:52	198256/198256	---M--	200	added ('OK')	image/png	etag:%22a9cf8dfeabf8d81:0%22	https://www.asu.edu.om/img/Team/Mahfouz.Saeed.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/Mahfouz.Saeed.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:53	147169/147169	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:50%20GMT	https://www.asu.edu.om/Team/Details/44?t=Mahfouz%20Saeed	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/444563.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:56	105171/105171	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:54%20GMT	https://www.asu.edu.om/Team/Details/470?t=Madhusudhan%20B%20R	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/470cad1.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:58	69276/69276	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:55:56%20GMT	https://www.asu.edu.om/Team/Details/1571?t=Mohamed%20Loey%20%20Ramadan	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/15717f09.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:55:58	469126/469126	---M--	200	added ('OK')	image/png	etag:%2293ff186853d1dc1:0%22	https://www.asu.edu.om/img/Team/madhusudhan.ramu@asu.edu.om.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/madhusudhan.ramu@asu.edu.om.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:05	681111/681111	---M--	200	added ('OK')	image/png	etag:%222a599b6686f4db1:0%22	https://www.asu.edu.om/img/Team/mohamed.ramadan.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/mohamed.ramadan.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:06	749669/749669	---M--	200	added ('OK')	image/png	etag:%227eca4c0c7e4db1:0%22	https://www.asu.edu.om/img/Team/mahmoud.elkhouli.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/mahmoud.elkhouli.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:06	65610/65610	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:01%20GMT	https://www.asu.edu.om/Team/Details/1573?t=Mahmoud%20Mohamed%20%20Shawki%20El%20Khouli	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/1573d41e.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:08	68794/68794	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:06%20GMT	https://www.asu.edu.om/Team/Details/1574?t=Shaban%20Ismael%20%20ALBrka%20Zangena	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/15745f38.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:11	66406/66406	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:09%20GMT	https://www.asu.edu.om/Team/Details/1575?t=Touqeer%20Ahmed	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/1575bc35.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:11	607416/607416	---M--	200	added ('OK')	image/png	etag:%22d81225c0c7e4db1:0%22	https://www.asu.edu.om/img/Team/shaban.zangena.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/shaban.zangena.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:12	66117/66117	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:11%20GMT	https://www.asu.edu.om/Team/Details/1584?t=Yasir%20Naif	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/158460f7.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:14	69696/69696	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:12%20GMT	https://www.asu.edu.om/Team/Details/1585?t=Dr.%20Mohd%20Abdul%20Rahim%20Khan	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/15850935.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:16	65141/65141	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:15%20GMT	https://www.asu.edu.om/Team/Details/1591?t=Ilias%20Said	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/1591f382.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:19	445920/445920	---M--	200	added ('OK')	image/png	etag:%22f73cce8f50f1db1:0%22	https://www.asu.edu.om/img/Team/ilias.said.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/ilias.said.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:20	72280/72280	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:18%20GMT	https://www.asu.edu.om/Team/Details/49?t=Mohammed%20Javeed%20Siddique	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/49a6ac.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:22	98912/98912	---M--	200	added ('OK')	image/png	etag:%2280593033abf8d81:0%22	https://www.asu.edu.om/img/Team/Omar.Al-Maskari.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/Omar.Al-Maskari.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:23	65971/65971	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:22%20GMT	https://www.asu.edu.om/Team/Details/361?t=Omar%20Al-Maskari	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/3610e7a.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:31	71569/71569	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:27%20GMT	https://www.asu.edu.om/Team/Details/38?t=Abdul%20Manan%20Sheikh	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/38ce91.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:31	199896/199896	---M--	200	added ('OK')	image/png	etag:%22662b6f3abf8d81:0%22	https://www.asu.edu.om/img/Team/mohammed.javeed.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/mohammed.javeed.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:32	610923/610923	---M--	200	added ('OK')	image/png	etag:%22d157dc1c7e4db1:0%22	https://www.asu.edu.om/img/Team/touqeer.ahmed.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/touqeer.ahmed.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:33	65727/65727	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:32%20GMT	https://www.asu.edu.om/Team/Details/151?t=Tahra%20Al%20Maskari	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/151e5f7.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:35	63781/63781	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:33%20GMT	https://www.asu.edu.om/Team/Details/1523?t=Abdullah%20Omar%20Baarimah	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/1523a5ba.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:36	62673/62673	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:35%20GMT	https://www.asu.edu.om/Team/Details/1605?t=Sharifa%20Al%20Yaarubi	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/1605885b.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:39	65164/65164	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:37%20GMT	https://www.asu.edu.om/Team/Details/150?t=Roy%20Luneta	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/15079ef.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:39	218960/218960	---M--	200	added ('OK')	image/png	etag:%22bf521bcabf8d81:0%22	https://www.asu.edu.om/img/Team/roysluneta.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Team/roysluneta.png	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
01:56:41	65682/65682	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:56:38%20GMT	https://www.asu.edu.om/Team/Details/1533?t=Majan%20AL%20Jahdhami	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Team/Details/15336b61.html	(from https://www.asu.edu.om/Team/?t=College%20of%20Engineering)
